pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,lifesoaks_time,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc,mapchannels_time,unit_cell_atom
6glv,2.97003,2.65307,2.65307,2.00488,0.384219,14,2.90,2.30,2.30,1.69,0.27,3,5032
6guq,16.3051,10.2626,10.2626,3.54015,0.651267,62,15.70,10.30,10.30,3.05,0.60,32,12972
6h4o,6.04255,5.31133,4.8546,2.59142,0.523594,90,5.70,5.10,4.50,2.45,0.50,58,22350
6h4p,5.74106,5.4774,4.90741,2.61154,0.527264,89,5.30,5.10,4.70,2.49,0.51,59,22588
6h4q,5.77269,5.06342,4.73417,2.55582,0.516958,116,5.30,4.70,4.70,2.45,0.50,61,22642
6h4r,5.99026,5.31959,5.0058,2.61622,0.528111,127,5.30,5.10,4.90,2.47,0.50,59,22328
6h4s,6.11012,5.07017,4.70649,2.62117,0.529002,95,5.90,4.70,4.50,2.46,0.50,60,22240
6h4t,6.14468,4.96867,4.79461,2.61777,0.52839,118,5.50,5.30,4.50,2.48,0.50,60,22396
6h4u,6.2349,5.36139,5.03268,2.73333,0.548327,109,6.10,5.10,5.10,2.63,0.53,63,22716
6h4v,6.18195,5.29206,4.8665,2.72232,0.546501,101,5.90,5.30,4.90,2.59,0.53,63,22512
6h4w,5.63129,4.92148,4.83769,2.60206,0.525541,96,5.50,5.10,4.70,2.45,0.50,59,22292
6h4x,6.02204,5.20297,4.9611,2.6045,0.525986,95,5.70,4.70,4.30,2.46,0.50,60,22362
6h4y,6.31412,5.30376,4.96172,2.61152,0.527261,95,6.10,4.90,4.90,2.47,0.50,59,22342
6h4z,36.2581,12.8221,12.8221,4.39019,0.718789,240,38.90,12.30,12.30,4.19,0.71,511,44592
6h50,39.0628,11.8591,11.8591,4.23768,0.708669,254,38.90,11.30,11.30,4.03,0.70,509,44388
6h51,38.8076,11.9737,11.9737,4.22879,0.708056,240,38.70,11.70,11.70,4.00,0.69,494,44148
6h52,38.8796,11.9891,11.9891,4.18967,0.705331,280,38.70,11.50,11.30,4.01,0.69,496,44640
6h9x,16.9039,16.9039,16.9039,4.22841,0.708031,135,16.50,16.50,16.50,4.21,0.71,154,27192
6hb5,5.20451,5.05972,2.95318,2.52783,0.51161,61,4.90,4.50,4.10,2.48,0.50,20,13166
6hb6,5.2608,5.16836,2.95831,2.59718,0.52465,59,5.10,4.90,4.10,2.55,0.52,20,13156
6hb7,5.26957,4.58462,2.95158,2.50125,0.50642,50,4.90,4.30,3.70,2.44,0.50,19,13086
6hcx,13.0315,13.0315,13.0315,2.68182,0.539652,751,15.50,15.50,15.50,2.82,0.56,3072,154944
6hdz,18.9651,7.47021,6.20011,3.11159,0.603236,151,18.50,6.90,5.90,2.92,0.58,100,24948
6he1,18.535,6.67517,6.09769,3.05641,0.596072,149,17.90,6.10,5.90,2.88,0.57,94,25108
6he3,18.907,7.33501,5.9403,3.08746,0.600135,143,18.50,6.90,5.50,2.90,0.58,95,25016
6heb,13.1606,13.1606,13.1606,2.67098,0.537785,827,15.50,15.50,15.50,2.81,0.56,3083,154944
6hfb,14.3514,5.99932,5.99932,2.98855,0.586901,398,14.50,5.50,4.70,2.76,0.56,656,54376
6hfy,7.06908,6.34342,4.53333,2.3902,0.483487,107,6.50,6.30,4.50,2.47,0.50,65,24922
6hg0,13.1513,13.1513,13.1513,2.68416,0.540054,764,15.70,15.70,15.70,2.84,0.57,3201,155472
6hhv,10.8024,9.67161,5.73332,3.03237,0.59287,88,10.10,9.10,7.90,3.01,0.59,48,18548
6hhw,10.2788,9.56705,5.63825,2.97537,0.58507,82,9.70,9.10,7.30,2.95,0.58,48,18548
6hhx,10.4642,9.70234,5.7608,3.03036,0.5926,82,10.10,9.30,7.90,3.00,0.59,49,18548
6hhy,15.8916,15.8916,15.8916,4.16194,0.703367,136,15.50,15.50,15.50,4.11,0.70,150,27008
6hhz,16.0697,16.0697,16.0697,4.1135,0.699874,131,15.70,15.70,15.50,4.09,0.70,154,27192
6hi0,16.3304,16.3304,16.3304,4.22208,0.707592,121,15.90,15.90,15.90,4.20,0.71,157,27192
6hmb,7.42922,6.23175,5.76545,2.62028,0.528841,14,6.90,5.70,5.50,2.39,0.49,2,2768
6hmc,7.57973,6.30972,5.76716,2.59086,0.52349,11,7.30,6.10,5.30,2.36,0.48,2,2759
6hmd,7.31739,6.20992,5.65051,2.34574,0.473697,8,6.90,5.70,5.30,2.14,0.42,2,2768
6i1q,6.16853,6.16853,6.16853,2.7473,0.550625,96,7.10,7.10,7.10,2.83,0.57,87,24736
6i5y,5.96187,5.25176,3.51735,2.61152,0.527261,58,5.50,5.30,4.50,2.55,0.52,20,13124
6jk4,10.6269,1.79704,1.79704,2.22128,0.444209,22,10.30,1.70,1.70,2.04,0.40,4,5898
6joe,13.7578,3.70876,3.70876,2.88544,0.572139,122,13.50,3.70,3.70,2.57,0.52,77,22806
6jof,5.24112,4.38387,3.92407,2.39502,0.484527,21,4.90,4.10,3.90,2.08,0.41,5,6388
6lgy,5.44021,4.60592,4.06004,2.3833,0.481992,113,5.30,4.30,3.70,2.37,0.48,39,18688
6m88,6.5713,6.5713,3.23199,2.32838,0.469774,54,6.70,6.30,3.10,2.14,0.43,26,15480
6m89,7.20057,7.20057,3.12902,2.34281,0.473039,58,6.90,6.90,2.50,2.15,0.43,25,15480
6m8a,6.67531,6.67531,2.84059,2.37165,0.479447,61,6.30,6.10,2.70,2.19,0.44,26,15528
6m8b,6.29401,6.294,2.86305,2.34897,0.474422,58,6.30,6.10,2.70,2.16,0.43,26,15528
6m8c,7.22219,7.22219,2.99786,2.36998,0.479081,59,6.90,6.90,2.90,2.18,0.44,27,15528
6m8d,6.17329,6.17329,3.5541,2.36101,0.477101,54,6.10,5.90,3.10,2.18,0.44,31,15528
6m8e,6.33318,6.33318,2.84028,2.37754,0.480737,53,5.90,5.70,2.50,2.19,0.44,31,15528
6mao,23.0509,5.94341,5.94341,3.96699,0.68879,32,23.10,5.70,5.70,3.38,0.64,10,6264
6mc0,6.93529,4.12687,3.7567,2.413,0.488369,55,6.50,3.90,3.70,2.33,0.47,22,13048
6mg5,9.11134,5.48861,5.48861,2.79976,0.559046,61,8.90,5.50,4.70,2.77,0.56,25,13040
6mkq,7.86811,7.86811,7.86811,2.22608,0.445406,51,7.10,7.10,6.90,2.21,0.45,32,16320
6muj,20.9181,20.9181,20.9181,3.87713,0.681577,468,20.50,20.50,20.30,3.59,0.66,1459,67482
6myq,13.4745,12.6584,12.6584,3.52903,0.650168,182,13.10,12.50,12.10,3.48,0.65,283,34164
6myr,14.8068,11.9991,11.9991,3.68848,0.66529,206,14.30,13.30,11.90,3.64,0.66,239,34188
6mys,14.5548,12.1747,12.1747,3.63785,0.660633,203,14.30,13.30,11.90,3.60,0.66,297,34220
6myt,12.788,11.8745,11.8399,3.49735,0.646999,204,12.70,12.30,11.70,3.46,0.64,290,34192
6n5c,9.35849,5.0366,4.02999,2.8254,0.563047,48,9.10,4.70,3.90,2.71,0.55,14,10156
6n9q,9.85794,9.85794,9.85794,3.91262,0.684465,244,9.90,9.70,9.70,3.84,0.68,427,40428
6n9r,9.45514,9.17015,9.17015,2.92649,0.57814,143,9.50,8.90,8.70,2.70,0.55,106,26844
6nae,14.4006,14.4006,14.4006,4.63454,0.733616,419,15.90,15.90,15.50,3.43,0.64,795,51948
6nie,6.56709,6.24619,5.42274,2.43013,0.491975,36,6.30,5.70,4.90,2.34,0.48,9,7924
6o0e,12.0662,8.97809,8.97809,3.80553,0.675586,301,11.70,8.90,8.90,3.60,0.66,628,49916
6o9o,5.14174,3.64421,3.64272,2.25045,0.451413,58,4.50,3.50,3.30,2.22,0.45,20,13624
6oaq,4.81488,4.81487,4.81487,2.44755,0.495591,2191,4.50,3.90,3.90,2.36,0.48,223,39576
6ori,4.853,4.853,3.70957,2.08614,0.408206,10,4.70,3.30,3.30,1.94,0.37,2,3044
6p6g,5.14174,3.64421,3.64272,2.25045,0.451413,58,4.50,3.50,3.30,2.22,0.45,20,13624
6p6k,4.62227,3.57536,3.57536,2.18295,0.434448,42,4.10,3.30,3.30,2.14,0.43,18,13556
6p7z,4.69298,3.68754,3.48873,2.22932,0.446213,50,4.10,3.50,3.30,2.19,0.44,19,13592
6pa5,6.3732,4.24418,4.20279,2.15679,0.427589,227,6.30,4.50,3.90,2.05,0.40,203,38184
6pa6,6.39458,4.17801,4.08481,2.16818,0.430596,234,6.30,4.30,3.90,2.06,0.40,201,38148
6pa8,6.22783,4.39828,4.3547,2.14069,0.423285,233,6.10,4.10,4.10,2.08,0.41,204,39040
6pac,6.07366,4.07981,4.03439,2.13712,0.422321,226,5.70,3.90,3.70,2.06,0.40,191,38700
6paf,4.91008,4.02471,3.66453,2.21083,0.441582,56,4.50,3.90,3.50,2.16,0.43,18,13528
6peb,7.34268,5.37518,5.37518,2.50744,0.507638,362,6.30,6.10,5.10,2.34,0.48,450,60076
6pkg,35.8001,35.8001,35.8001,7.80179,0.841758,167,35.50,35.50,35.50,7.56,0.84,1169,38888
6pki,16.4921,14.2307,14.2307,4.04778,0.695001,386,15.70,13.70,13.50,3.92,0.69,1523,74344
6pku,13.6558,5.81508,5.45045,2.73363,0.548379,87,13.30,5.30,4.70,2.40,0.49,44,16042
6pt8,4.61895,3.62009,3.34916,2.06963,0.403484,45,4.30,3.30,2.70,2.06,0.40,15,10614
6q89,7.59983,4.787,4.03078,2.43025,0.492,119,7.30,4.70,2.90,2.36,0.48,82,26884
6q8a,6.2688,5.45729,3.48509,2.45653,0.497435,117,5.90,5.10,3.10,2.30,0.47,90,25964
6q8b,8.11371,5.1394,4.25131,2.4323,0.492428,117,7.70,5.10,2.90,2.32,0.47,82,26352
6q8c,7.62946,5.39124,4.32408,2.46784,0.499738,112,7.30,4.90,3.10,2.35,0.48,83,26296
6q8p,7.82173,7.18729,5.42178,2.58859,0.523074,77,7.50,6.70,5.30,2.55,0.52,34,16484
6qcv,43.2484,20.8259,20.8259,5.58409,0.778913,961,42.30,20.90,20.70,5.32,0.77,4361,111234
6qge,3.38448,3.07487,3.07487,2.09897,0.411822,13,2.90,2.70,2.70,2.10,0.41,3,4432
6qgf,3.37279,3.37249,3.37249,2.08475,0.407809,13,2.90,2.50,2.30,2.08,0.41,3,4432
6qju,5.75009,4.96417,4.96417,2.43121,0.492199,26,5.50,4.30,4.30,2.30,0.47,8,7744
6qsk,8.62149,6.85662,6.83759,3.2383,0.618761,130,8.10,6.10,5.90,2.87,0.57,65,18492
6qxn,14.3927,14.3927,14.3927,4.14749,0.702333,133,14.30,14.10,14.10,3.72,0.67,127,24576
6r4v,11.2305,6.92657,6.92657,2.58418,0.52226,294,10.70,6.70,6.50,2.45,0.50,419,56824
6rd1,8.05621,8.05621,5.94652,2.82049,0.562286,84,7.70,7.70,5.90,2.53,0.51,54,18648
6rhc,15.2903,3.95192,3.94323,2.67934,0.539226,56,15.10,4.70,3.50,2.59,0.53,28,15096
6rhr,7.06176,6.33102,3.2343,2.44256,0.494561,59,6.70,6.70,3.10,2.47,0.50,32,15304
6rhu,7.03728,6.33087,3.22649,2.44351,0.494756,51,6.70,6.70,3.10,2.47,0.50,32,15304
6rhx,7.02564,6.34276,3.24145,2.44504,0.495072,60,6.70,6.70,3.10,2.47,0.50,32,15304
6ri0,7.07582,6.33026,3.23644,2.45064,0.496226,60,6.70,6.70,3.10,2.48,0.50,32,15304
6ri2,7.07415,6.38043,3.28468,2.46243,0.498639,59,6.90,6.70,3.10,2.49,0.51,32,15304
6ri4,6.92005,6.37592,3.24073,2.44916,0.495922,58,6.70,6.70,2.90,2.49,0.51,32,15348
6ri6,6.95113,6.42733,3.22151,2.45023,0.496142,58,6.70,6.70,2.90,2.49,0.51,32,15348
6ri8,6.9436,6.41803,3.23247,2.46002,0.498148,55,6.70,6.70,2.90,2.49,0.51,32,15304
6rii,6.95451,6.42174,3.2461,2.46183,0.498516,52,6.90,6.70,2.90,2.49,0.51,32,15304
6rik,7.02648,6.47961,3.28603,2.47246,0.500672,55,6.70,6.70,2.90,2.50,0.51,32,15304
6ril,7.02836,6.46143,3.23501,2.46682,0.499531,58,6.70,6.50,2.90,2.50,0.51,32,15304
6rlt,21.0079,21.0079,21.0079,3.62213,0.65916,871,20.70,20.70,20.70,3.46,0.65,3620,129996
6rlu,21.0474,21.0474,21.0474,3.62823,0.659733,1149,20.90,20.90,20.90,3.50,0.65,3617,131184
6rlv,20.9566,20.9566,20.9566,3.64271,0.661085,1041,20.70,20.70,20.50,3.48,0.65,3550,129690
6rpy,5.42634,5.00621,3.42238,2.45346,0.496805,32,5.10,4.50,3.10,2.24,0.45,8,7748
6rra,7.5018,7.06603,6.99195,2.97881,0.58555,27,7.30,7.10,6.70,2.98,0.59,10,8280
6ruu,30.1777,6.75341,5.5706,4.26862,0.710781,113,29.70,6.90,5.10,3.70,0.67,243,26448
6s0t,9.45144,5.22571,4.55099,2.83065,0.563857,127,9.10,4.70,4.70,2.72,0.55,122,25930
6s0v,9.26101,5.25563,4.47943,2.76798,0.553983,146,9.10,4.70,4.50,2.69,0.54,87,26232
6s0w,9.27904,5.11116,4.7306,2.78792,0.557172,152,8.90,4.90,4.50,2.70,0.54,115,26056
6s2g,24.4184,13.5098,5.85643,3.86685,0.680731,263,27.30,14.30,9.90,3.89,0.68,348,40944
6s2h,25.4642,13.4643,5.80267,3.8359,0.678155,268,27.90,14.30,10.30,3.91,0.69,328,41524
6s3z,25.0849,13.3202,5.78572,3.8204,0.676849,251,27.70,13.70,9.90,3.90,0.68,343,41536
6s82,24.9832,13.3064,5.8104,3.79352,0.674559,262,27.30,13.70,9.90,3.87,0.68,328,41548
6si0,8.47041,5.98331,3.78372,2.72419,0.546814,46,8.30,5.90,3.70,2.46,0.50,20,12384
6si3,8.65624,6.19181,3.86963,2.75168,0.55134,45,8.30,6.10,3.50,2.49,0.51,21,12396
6sjc,10.727,9.61508,6.30244,3.00517,0.589185,77,10.10,9.10,7.50,2.99,0.59,51,18596
6smy,5.25283,4.43523,3.76342,2.18781,0.435705,116,4.90,4.90,3.50,2.04,0.40,113,33568
6srd,8.94093,8.33793,6.33463,2.59854,0.524899,22,8.30,7.90,5.90,2.56,0.52,6,6226
6ssz,11.1685,10.0361,10.0361,3.43848,0.640956,97,10.50,9.70,9.50,3.41,0.64,107,22758
6sud,8.77401,8.00667,6.39724,2.60243,0.52561,22,8.50,7.70,6.10,2.56,0.52,6,6220
6syc,5.40139,2.78275,2.48828,2.13114,0.4207,31,4.90,2.30,2.10,2.12,0.42,8,7968
6syd,4.82166,2.86952,2.86952,2.0279,0.391208,31,4.70,2.70,2.50,2.01,0.39,7,7936
6sye,3.76575,3.6489,2.37192,2.08569,0.408077,13,3.50,3.30,2.10,2.09,0.41,2,4004
6tbq,3.47044,3.09473,3.09473,2.00438,0.384066,23,3.50,2.90,2.70,2.02,0.39,5,7252
6te2,7.48773,6.27604,6.11037,2.61034,0.527047,10,6.90,5.90,5.70,2.38,0.48,2,2759
6tei,13.102,10.58,10.58,3.20949,0.615339,216,13.10,10.90,10.70,3.05,0.60,340,44776
6tew,7.594,6.15147,5.99994,2.58886,0.523122,10,6.90,5.50,5.50,2.35,0.48,2,2749
6tgu,7.28901,5.99025,5.54417,2.61204,0.527356,10,7.10,5.70,5.30,2.38,0.48,2,2759
6tyj,5.12774,4.96873,4.96873,2.2311,0.446654,31,4.90,4.70,4.70,2.11,0.42,7,7806
6u4r,17.415,3.93693,3.93693,2.8484,0.566575,147,16.90,4.10,3.50,2.83,0.57,152,27528
6u5a,15.983,3.7601,3.7601,2.79172,0.557775,139,15.70,3.90,3.70,2.77,0.56,111,27468
6u6a,6.45229,6.45229,5.22033,2.75744,0.552277,96,6.10,6.10,4.30,2.73,0.55,73,22221
6ufk,9.25504,9.25504,7.10853,2.96019,0.582943,96,8.90,6.90,6.90,2.95,0.72,81,22256
6uh2,5.40035,5.01442,4.28226,2.18444,0.434836,143,5.10,4.70,4.50,2.12,0.42,123,32392
6utp,7.67749,6.02905,6.02905,2.76026,0.552735,606,7.10,5.50,5.50,2.32,0.47,1431,90296
6utq,9.40686,6.29857,6.29857,2.86311,0.568801,617,8.70,5.50,5.50,2.44,0.50,1546,91360
6utr,8.88862,6.93851,6.93851,2.90675,0.575275,890,8.10,6.70,6.70,2.53,0.51,1651,93160
6utt,8.71082,6.12968,6.12968,2.79711,0.558627,662,8.10,5.70,5.70,2.44,0.50,1597,93528
6v29,7.69964,4.31463,4.23314,2.25871,0.45342,176,7.50,4.10,3.90,2.10,0.42,192,37180
6v2a,6.25983,4.44988,4.37837,2.16755,0.430432,239,5.90,4.30,4.10,2.09,0.41,205,38516
6v2b,6.12321,4.40748,4.26652,2.15468,0.42703,224,5.90,4.30,4.10,2.08,0.41,202,38516
6v3m,10.3178,4.74137,4.73093,2.33393,0.471035,54,9.70,4.50,4.10,2.04,0.40,20,14400
6vgg,19.5378,18.4094,18.4094,5.28204,0.766271,299,19.50,18.30,18.30,4.08,0.71,548,40368
6vot,5.84791,5.49676,5.49676,2.33803,0.471962,54,5.70,5.30,5.10,2.20,0.44,25,15432
6wfg,6.34548,5.97944,5.96165,3.04125,0.594059,36,6.50,5.70,5.10,2.72,0.55,9,7388
6wfk,6.6496,6.10476,5.79974,3.03432,0.593132,37,6.70,5.70,5.30,2.73,0.55,9,7426
6wjt,46.7669,6.70426,6.70426,4.31164,0.713666,258,45.90,6.90,6.90,4.05,0.70,367,38400
6wkq,46.521,6.66202,6.66202,4.27355,0.711114,268,45.90,6.90,6.90,4.02,0.69,380,38448
6wq3,48.6706,6.39232,6.39232,4.69163,0.736857,117,48.30,6.50,6.50,4.44,0.72,98,19338
6wrz,48.4748,7.14336,7.14336,4.6571,0.734907,111,48.50,7.50,7.30,4.40,0.72,99,19284
6wvn,48.7647,6.45021,6.45021,4.63829,0.733831,127,48.50,6.70,6.70,4.43,0.72,100,19512
6x9f,10.5207,6.37047,6.18785,2.98524,0.586442,463,10.30,6.50,6.10,1.93,0.36,852,73248
6x9n,10.6289,6.4137,6.26989,2.99819,0.588229,452,10.30,6.50,6.10,1.94,0.37,852,73356
6xhc,4.40464,3.69295,2.37343,2.18702,0.435501,27,4.10,3.70,2.10,2.19,0.44,6,7608
6xl2,4.54384,3.70954,3.70954,2.21774,0.443323,27,3.90,3.70,3.70,1.86,0.34,7,8144
6xoz,13.5683,7.21479,7.21479,3.18391,0.612248,214,12.90,6.90,6.70,2.70,0.55,266,40456
6xp0,11.4382,6.58902,6.2924,2.91409,0.576345,168,11.10,6.50,5.90,2.47,0.50,218,40444
6xp1,12.3535,6.2085,6.00863,2.92601,0.578071,195,12.10,6.10,5.90,2.49,0.51,228,40624
6xp2,11.6879,6.01697,5.98984,2.87021,0.569869,192,11.50,5.90,5.70,2.44,0.50,224,40576
6xp3,9.28672,7.88662,7.1192,2.82906,0.563612,206,8.90,7.50,6.70,2.41,0.49,252,40684
6xxq,6.13763,6.0409,6.0409,2.67955,0.539264,97,6.50,5.70,5.30,2.51,0.51,53,16248
6xz0,7.22714,4.83876,4.83876,2.60834,0.526685,65,7.70,4.50,4.50,2.46,0.50,32,16408
6ykk,6.2435,4.83066,3.60552,2.40521,0.486711,118,5.90,4.90,3.30,2.27,0.46,72,26120
6ykl,5.84087,5.36518,3.37619,2.39782,0.485129,88,5.50,5.10,2.90,2.30,0.47,75,26576
6ykn,6.45176,5.61474,3.55176,2.39408,0.484325,115,6.10,5.30,2.50,2.31,0.47,76,26652
6yko,6.21158,5.51692,3.57058,2.38654,0.482696,111,6.10,5.30,2.70,2.30,0.47,76,26692
6ykq,6.29191,5.32079,3.36463,2.33576,0.471449,119,5.90,5.10,2.30,2.26,0.46,73,26748
6yks,6.24156,5.39012,3.5834,2.43287,0.492546,105,5.90,5.30,3.30,2.26,0.46,73,25752
6ykt,5.97766,5.40732,3.55471,2.36206,0.477334,106,5.90,5.10,2.50,2.28,0.46,76,26652
6yku,5.86848,5.43038,3.49818,2.34248,0.472965,119,5.50,5.10,2.90,2.26,0.46,74,26712
6ykv,6.28429,5.29363,3.61068,2.35123,0.474927,117,5.70,5.10,2.50,2.27,0.46,75,26652
6ykw,6.30914,5.25308,3.50807,2.40929,0.487581,105,5.90,4.90,2.70,2.31,0.47,79,26524
6ykx,6.126,5.01983,3.43994,2.37887,0.481027,114,5.70,4.70,3.10,2.29,0.46,80,26596
6yna,9.38708,4.91477,4.91477,2.70817,0.544133,34,9.10,4.30,3.90,2.69,0.54,18,12020
6ynb,9.31278,4.95351,4.95351,2.70948,0.544352,35,8.50,4.30,3.70,2.66,0.54,21,11904
6ync,9.53042,5.05991,5.05991,2.75061,0.551165,30,8.90,4.70,4.30,2.72,0.55,22,11960
6ynr,6.69353,6.38912,6.38912,2.56392,0.518484,54,6.10,5.70,5.50,2.50,0.51,16,11888
6ynt,6.45479,6.11224,6.11224,2.55202,0.51624,50,5.70,5.70,4.90,2.52,0.51,19,12016
6ypf,8.78052,1.80344,1.80344,2.49909,0.505993,25,8.50,1.70,1.50,2.18,0.44,7,6210
6yqi,9.55446,4.87114,4.87114,2.72913,0.547633,34,8.90,4.30,3.70,2.67,0.54,21,11844
6yqj,9.75083,4.85514,4.85514,2.74055,0.549518,34,9.50,4.50,4.10,2.70,0.54,22,11928
6yqk,10.171,4.54562,4.54562,2.75946,0.552606,38,9.70,4.10,4.10,2.69,0.54,22,11820
6z08,4.89871,4.78515,4.78515,2.25813,0.453279,39,4.10,4.10,4.10,2.19,0.44,16,11200
6z44,4.82395,4.2012,4.2012,2.27189,0.45659,41,4.10,4.10,3.90,2.20,0.44,16,11200
7a0p,6.13424,5.21057,3.02594,2.46688,0.499543,93,5.70,5.10,3.10,2.28,0.46,77,25544
7a1b,7.66732,6.19787,6.15403,2.62025,0.528835,10,6.90,5.90,5.70,2.38,0.48,2,2759
7a1z,7.65202,6.30047,5.93372,2.62413,0.529533,9,6.90,5.70,5.50,2.40,0.49,2,2768
7a22,6.35554,6.13667,5.54616,2.63805,0.532016,10,5.90,5.70,5.10,2.41,0.49,2,2764
7a2h,7.89195,6.58918,6.11965,2.6724,0.53803,9,7.50,6.30,5.30,2.42,0.49,2,2744
7ap1,16.6494,16.6494,16.6494,4.32157,0.714324,129,16.30,16.10,16.10,4.23,0.71,157,26768
7ap2,6.40479,5.37011,3.58854,2.37616,0.480436,120,5.90,5.10,2.90,2.28,0.46,76,26600
7ap3,5.01527,5.01145,2.93506,2.56663,0.518993,56,4.90,4.90,4.10,2.51,0.51,20,13112
7ap4,10.5195,9.2457,5.65955,3.01252,0.590188,82,9.90,9.10,7.70,2.98,0.59,58,18538
7at1,19.3671,7.77631,7.77631,3.35547,0.632073,227,19.50,7.30,7.30,3.30,0.63,446,42636
7icf,5.78983,5.27115,3.84265,3.00482,0.589137,53,6.10,5.10,3.70,2.94,0.59,19,11560
7icj,6.09434,5.38859,4.07134,3.03132,0.59273,53,6.30,5.10,3.90,2.96,0.59,18,11476
7ico,5.97542,5.36909,4.25292,3.0271,0.592162,53,6.10,5.30,3.90,2.96,0.59,19,11560
7icp,6.22364,5.32749,4.05153,3.03409,0.593101,51,6.30,5.10,3.90,2.96,0.59,18,11560
7icq,6.03947,5.41261,4.03679,3.03712,0.593507,57,6.10,5.30,3.90,2.97,0.59,19,11560
7icr,6.27216,5.28046,4.22401,3.03979,0.593865,49,6.50,5.10,3.90,2.97,0.59,19,11560
7ict,6.00803,5.41571,4.11173,3.03123,0.592717,50,6.10,5.30,3.70,2.96,0.59,18,11560
7icu,5.80526,5.2877,3.86086,3.00813,0.589589,50,5.90,5.10,3.70,2.94,0.59,18,11560
7jhe,50.406,6.55186,6.55186,4.87411,0.746709,88,49.50,6.70,6.50,4.57,0.73,98,19158
7jme,4.64898,3.4528,2.51698,2.07353,0.404606,9,4.10,3.10,2.50,2.00,0.39,1,2512
7jpe,50.5386,7.49,7.49,4.87715,0.746867,106,49.70,7.70,7.70,4.57,0.73,99,19158
7kaw,12.2676,9.8965,9.8965,2.79679,0.558577,323,12.10,9.90,9.70,2.69,0.54,514,56784
7kaz,12.617,9.67316,9.67316,2.80306,0.559564,301,12.50,9.50,9.50,2.68,0.54,610,56452
7kir,7.34376,6.45661,6.45661,2.61496,0.527882,40,6.90,6.30,6.30,2.15,0.43,14,10176
7koa,50.5881,7.0454,7.0454,4.80232,0.742923,100,49.70,7.10,6.90,4.57,0.73,99,19440
7l3y,3.06836,2.48836,2.22015,2.11797,0.417099,19,2.70,2.50,2.10,2.10,0.42,3,4876
7taa,5.77154,4.34771,4.34771,2.19038,0.436367,55,4.10,3.90,3.90,2.18,0.44,24,14744
8at1,19.1122,7.77731,7.77731,3.31132,0.627167,227,19.10,7.30,7.30,3.26,0.62,344,42636
8ica,5.5579,4.7328,3.89415,2.98371,0.586231,54,5.70,4.50,3.90,2.92,0.58,19,11728
8ice,6.41869,4.67773,4.08627,2.9424,0.580422,53,6.10,4.30,3.90,2.88,0.58,18,11812
8icf,5.55374,4.91579,3.98622,2.98035,0.585764,54,5.70,4.70,3.70,2.91,0.58,18,11728
8icj,5.63073,4.71447,4.05726,2.97686,0.585278,56,5.70,4.50,3.70,2.91,0.58,18,11728
8ick,5.53529,4.59059,3.89879,2.95245,0.58185,53,5.50,4.50,3.70,2.89,0.58,19,11812
8icl,5.44198,4.59345,4.12684,2.98126,0.58589,55,5.50,4.50,3.90,2.91,0.58,18,11728
8icn,5.48503,4.68033,3.97053,2.96264,0.583288,50,5.70,4.50,3.70,2.90,0.58,20,11812
8ico,5.48124,4.82421,3.91959,2.98344,0.586194,51,5.50,4.50,3.70,2.92,0.58,20,11728
8icp,5.59086,4.72238,4.04422,2.96131,0.5831,52,5.70,4.70,3.90,2.89,0.58,19,11812
8icr,5.65465,4.77533,3.96759,2.96001,0.582918,49,5.50,4.50,3.70,2.89,0.58,19,11812
8ics,5.48438,4.82425,3.98916,2.97641,0.585216,49,5.70,4.70,3.90,2.91,0.58,18,11728
8ict,5.66299,4.62524,3.85463,2.97804,0.585442,54,5.70,4.50,3.70,2.91,0.58,18,11728
8icu,5.5692,4.53656,3.89979,2.9502,0.58153,55,5.50,4.50,3.70,2.88,0.58,18,11812
8icv,5.42574,4.69603,4.01959,2.94903,0.581364,58,5.50,4.50,3.90,2.88,0.58,18,11816
8icw,5.63194,4.62231,3.91806,2.97151,0.584532,55,5.50,4.50,3.90,2.90,0.58,18,11808
8icx,5.58599,4.71793,3.96708,2.97584,0.585136,42,5.70,4.50,3.70,2.91,0.58,18,11728
8icy,5.76589,4.7521,4.01184,2.95707,0.582503,51,5.70,4.30,3.90,2.89,0.58,18,11808
9ica,5.51352,4.88147,4.03528,2.98346,0.586195,53,5.50,4.70,3.90,2.92,0.58,18,11728
9icb,5.57496,4.81021,4.25279,2.98266,0.586085,55,5.70,4.70,4.10,2.92,0.58,19,11728
9icc,5.61378,4.60198,4.09824,2.95881,0.582748,55,5.70,4.50,3.90,2.89,0.58,19,11728
9icf,5.72615,4.75503,4.14585,2.97092,0.584449,55,5.90,4.50,3.90,2.90,0.58,19,11812
9icg,5.6567,4.76595,3.90771,2.99417,0.587676,51,5.70,4.70,3.70,2.93,0.59,18,11728
9ich,5.55954,4.97337,4.07045,2.99139,0.587293,56,5.50,4.70,3.90,2.92,0.59,18,11728
9icn,5.98901,5.40712,3.81156,3.02708,0.592159,53,6.10,5.10,3.70,2.96,0.59,18,11560
9icq,5.9876,5.39622,4.01805,3.02763,0.592233,50,6.10,5.30,3.70,2.96,0.59,18,11560
9icr,5.83737,5.34296,3.90615,3.02138,0.591389,50,5.90,5.10,3.70,2.95,0.59,18,11560
