pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc
7kaz,12.617,9.67316,9.67316,2.80306,0.559564,12.50,9.50,9.50,2.68,0.54
7kir,7.34376,6.45661,6.45661,2.61496,0.527882,6.90,6.30,6.30,2.15,0.43
7koa,50.5881,7.0454,7.0454,4.80232,0.742923,49.70,7.10,6.90,4.57,0.73
7l3y,3.06836,2.48836,2.22015,2.11797,0.417099,2.70,2.50,2.10,2.10,0.42
7taa,5.77154,4.34771,4.34771,2.19038,0.436367,4.10,3.90,3.90,2.18,0.44
8at1,19.1122,7.77731,7.77731,3.31132,0.627167,19.10,7.30,7.30,3.26,0.62
8ica,5.5579,4.7328,3.89416,2.98371,0.586231,5.70,4.50,3.90,2.92,0.58
8ice,6.41869,4.67773,4.08627,2.9424,0.580422,6.10,4.30,3.90,2.88,0.58
8icf,5.55374,4.91579,3.98622,2.98035,0.585764,5.70,4.70,3.70,2.91,0.58
8icj,5.63073,4.71447,4.05726,2.97686,0.585278,5.70,4.50,3.70,2.91,0.58
8ick,5.53529,4.59059,3.89879,2.95245,0.58185,5.50,4.50,3.70,2.89,0.58
8icl,5.44198,4.59345,4.12684,2.98126,0.58589,5.50,4.50,3.90,2.91,0.58
8icn,5.48503,4.68033,3.97053,2.96264,0.583288,5.70,4.50,3.70,2.90,0.58
8ico,5.48124,4.82421,3.91959,2.98344,0.586194,5.50,4.50,3.70,2.92,0.58
8icp,5.59086,4.72238,4.04422,2.96131,0.5831,5.70,4.70,3.90,2.89,0.58
8icr,5.65465,4.77533,3.96759,2.96001,0.582918,5.50,4.50,3.70,2.89,0.58
8ics,5.48438,4.82425,3.98916,2.97641,0.585216,5.70,4.70,3.90,2.91,0.58
8ict,5.66299,4.62524,3.85463,2.97804,0.585442,5.70,4.50,3.70,2.91,0.58
8icu,5.5692,4.53656,3.89979,2.9502,0.58153,5.50,4.50,3.70,2.88,0.58
8icv,5.42574,4.69603,4.01959,2.94903,0.581364,5.50,4.50,3.90,2.88,0.58
8icw,5.63194,4.62231,3.91806,2.97151,0.584532,5.50,4.50,3.90,2.90,0.58
8icx,5.58599,4.71793,3.96708,2.97584,0.585136,5.70,4.50,3.70,2.91,0.58
8icy,5.76589,4.7521,4.01184,2.95707,0.582503,5.70,4.30,3.90,2.89,0.58
9ica,5.51352,4.88147,4.03528,2.98346,0.586195,5.50,4.70,3.90,2.92,0.58
9icb,5.57496,4.81021,4.25279,2.98266,0.586085,5.70,4.70,4.10,2.92,0.58
9icc,5.61258,4.60198,4.09824,2.95881,0.582748,5.70,4.50,3.90,2.89,0.58
9icf,5.72615,4.75503,4.14585,2.97092,0.584449,5.90,4.50,3.90,2.90,0.58
9icg,5.6567,4.76595,3.90771,2.99417,0.587676,5.70,4.70,3.70,2.93,0.59
9ich,5.55954,4.97337,4.07045,2.99139,0.587293,5.50,4.70,3.90,2.92,0.59
9icn,5.98901,5.40712,3.81156,3.02708,0.592159,6.10,5.10,3.70,2.96,0.59
9icq,5.9876,5.39622,4.01805,3.02763,0.592233,6.10,5.30,3.70,2.96,0.59
9icr,5.83737,5.34296,3.90615,3.02138,0.591389,5.90,5.10,3.70,2.95,0.59
9ics,6.1212,5.36709,3.96209,3.02878,0.592387,6.30,5.10,3.90,2.96,0.59
9ict,5.93557,5.32942,3.97711,3.02783,0.59226,6.10,5.10,3.90,2.96,0.59
9icu,6.00789,5.39344,4.00006,3.02803,0.592287,6.10,5.10,3.90,2.96,0.59
9icv,5.66263,4.7537,4.0262,2.96893,0.584171,5.70,4.50,3.70,2.90,0.58
